"","clust","year","month","lat","lon","species","mos_per_trap_night","pdsi","temp_max_c","woy_cms_mean","pdsi_standardized","temp_max_c_standardized","woy_cms_mean_standardized","pdsi_standardized_lag_1month"
"1",1,2010,"April",35.404,-119.114,"Cx. quinq",0.0833333333333332,-0.689363304122719,23.28,12.6435405,0.0167507013759189,-0.37087082335689,1.2650894981702,0.133719164563925
"2",1,2010,"May",35.404,-119.114,"Cx. quinq",0.5,-0.39973833639958,26.315,15.36905175,0.123928749647417,-0.0122751401493122,1.54546209957208,0.0167507013759189
"3",1,2010,"June",35.404,-119.114,"Cx. quinq",3.60000000000001,-0.403866672762775,33.718,6.45668052857143,0.122401025578964,0.862414758626865,0.628648894705946,0.123928749647417
"4",1,2010,"July",35.404,-119.114,"Cx. quinq",35.1666666666667,-0.488950441000058,37.14,1.40826508928571,0.09091509295739,1.26673582219732,0.109319770795721,0.122401025578964
"5",1,2010,"August",35.404,-119.114,"Cx. quinq",46.7333333333333,-0.531958194233536,34.946,0.468686802857143,0.0749997280344571,1.00750718003672,0.0126656078797904,0.09091509295739
"6",1,2010,"September",35.404,-119.114,"Cx. quinq",33.4166666666667,-0.61285563143397,31.02,0.366401753571429,0.0450629808766742,0.543636783900656,0.00214357266428524,0.0749997280344571
"7",1,2010,"October",35.404,-119.114,"Cx. quinq",20.4444444444445,-0.38529595426501,25.965,0.694575557142857,0.129273269292057,-0.053628843319873,0.0359027226290017,0.0450629808766742
"8",1,2011,"April",35.404,-119.114,"Cx. quinq",0.166666666666666,5.2957173233976,22.4475,30.5085335357143,2.23157791550748,-0.46923356018401,3.10285647544821,1.95936802071046
"9",1,2011,"May",35.404,-119.114,"Cx. quinq",0.0833333333333332,5.63692643466683,23.635,25.3477602857143,2.35784509090255,-0.328926352998178,2.57196913409244,2.23157791550748
"10",1,2011,"June",35.404,-119.114,"Cx. quinq",1.53333333333333,5.88406728360001,32.416,12.4368264,2.44930154938765,0.708578982832379,1.24382487489504,2.35784509090255
"11",1,2011,"July",35.404,-119.114,"Cx. quinq",11.0833333333333,5.81821724233528,35.1175,4.99350068571428,2.42493321209672,1.02777049459029,0.47813198201272,2.44930154938765
"12",1,2011,"August",35.404,-119.114,"Cx. quinq",32.5333333333333,5.21995423783691,36.66,1.88971476857143,2.20354117646092,1.21002217213484,0.158846368429628,2.42493321209672
"13",1,2011,"September",35.404,-119.114,"Cx. quinq",20.9166666666667,4.59586945166947,32.275,0.977745557142857,1.97259358287741,0.691919348126524,0.0650323435538726,2.20354117646092
"14",1,2011,"October",35.404,-119.114,"Cx. quinq",15.8333333333333,4.4355759518985,26.47,1.40715263571428,1.91327568431667,0.00603864268336481,0.10920533299923,1.97259358287741
"15",1,2012,"April",35.404,-119.114,"Cx. quinq",0,-2.53679617041582,25.04,3.19516892142857,-0.666906686585168,-0.162920773127784,0.293138082267701,-0.804753307857232
"16",1,2012,"May",35.404,-119.114,"Cx. quinq",0.0833333333333332,-1.44131512978022,31.1575,1.87438313571429,-0.261515118390013,0.559882881574805,0.157269207525267,-0.666906686585168
"17",1,2012,"June",35.404,-119.114,"Cx. quinq",2,-1.40066734379494,33.916,0.465313034571429,-0.246473078324517,0.885809139277639,0.0123185492533427,-0.261515118390013
"18",1,2012,"July",35.404,-119.114,"Cx. quinq",17.25,-1.43326353571738,36.9625,0.130531256785714,-0.258535561261656,1.24576358701796,-0.0221203612225277,-0.246473078324517
"19",1,2012,"August",35.404,-119.114,"Cx. quinq",35.8,-1.33308039433646,37.666,0.0927745825714286,-0.221461984189465,1.32888453039079,-0.0260043800354175,-0.258535561261656
"20",1,2012,"September",35.404,-119.114,"Cx. quinq",14.3333333333333,-1.28433146564578,35.68,0.137570053928571,-0.203422051121996,1.09423180325727,-0.0213962820738238,-0.221461984189465
"21",1,2012,"October",35.404,-119.114,"Cx. quinq",2.83333333333333,-1.33400268137369,25.925,0.282047433214286,-0.221803283923993,-0.0583549808250798,-0.0065339333405129,-0.203422051121996
"22",1,2013,"April",35.404,-119.114,"Cx. quinq",0,-2.73731242698776,28.2475,1.00939991785714,-0.741109339743962,0.216056378070999,0.0682886190358314,-0.650036864059563
"23",1,2013,"May",35.404,-119.114,"Cx. quinq",0.416666666666668,-3.23198368859179,30.34,0.57341925,-0.924166417907891,0.463292446312138,0.0234394062475748,-0.741109339743962
"24",1,2013,"June",35.404,-119.114,"Cx. quinq",19.9666666666667,-3.29246951761756,36.6,0.138793752857143,-0.946549685324472,1.20293296587703,-0.0212704004976842,-0.924166417907891
"25",1,2013,"July",35.404,-119.114,"Cx. quinq",46.4166666666667,-3.13808693516892,37.385,0.05578449,-0.889419169250403,1.29568341441671,-0.0298095408030892,-0.946549685324472
"26",1,2013,"August",35.404,-119.114,"Cx. quinq",7.73333333333333,-2.86602823759892,35.368,0.0597084171428572,-0.788741660504981,1.05736793071665,-0.0294058874845588,-0.889419169250403
"27",1,2013,"September",35.404,-119.114,"Cx. quinq",3.91666666666667,-2.64224182583791,31.4725,0.0606186064285714,-0.705927699295824,0.59710121442831,-0.0293122565601575,-0.788741660504981
"28",1,2013,"October",35.404,-119.114,"Cx. quinq",1.25,-2.55360321196754,26.0175,0.161032711071428,-0.673126267462093,-0.0474257878442888,-0.0189826849114774,-0.705927699295824
"29",1,2014,"April",35.404,-119.114,"Cx. quinq",0,-5.33238313419498,27.7275,0.872264732142857,-1.70143612272658,0.154616590503308,0.0541815597593582,-1.66844364158559
"30",1,2014,"May",35.404,-119.114,"Cx. quinq",0.0833333333333332,-5.10845092395522,32.05,0.539641114285714,-1.61856820761795,0.665334824659735,0.0199646586086794,-1.70143612272658
"31",1,2014,"June",35.404,-119.114,"Cx. quinq",7.60000000000001,-4.9383478283515,36.576,0.201091152857143,-1.55562018923725,1.2000972833739,-0.0148618838942126,-1.61856820761795
"32",1,2014,"July",35.404,-119.114,"Cx. quinq",37.3333333333333,-4.588451062238,36.6975,0.0404427439285715,-1.42613807730689,1.21445292604597,-0.0313877420510545,-1.55562018923725
"33",1,2014,"August",35.404,-119.114,"Cx. quinq",9.91666666666666,-4.16455430289357,36.668,0.0331227994285714,-1.26927167282418,1.21096739963588,-0.0321407427519624,-1.42613807730689
"34",1,2014,"September",35.404,-119.114,"Cx. quinq",2.5,-3.82926086026526,33.0575,0.0420911978571429,-1.14519363817944,0.784374413072135,-0.0312181660435276,-1.26927167282418
"35",1,2014,"October",35.404,-119.114,"Cx. quinq",3.25,-3.66393213509901,25.7625,0.0683552153571429,-1.08401241397134,-0.0775549144399832,-0.0285163937027458,-1.14519363817944
"36",1,2015,"April",35.404,-119.114,"Cx. quinq",0.111111111111111,-3.11350826371087,28.1425,0.342676152857143,-0.880323634232514,0.203650267119831,-0.000297073431777139,-0.619949577324464
"37",1,2015,"May",35.404,-119.114,"Cx. quinq",0.499999999999999,-3.51575012646475,27.515,0.277911128571429,-1.02917647009805,0.129508985006897,-0.00695943387473692,-0.880323634232514
"38",1,2015,"June",35.404,-119.114,"Cx. quinq",0.800000000000001,-2.98066536673844,36.686,0.135735516857143,-0.831164051976307,1.21309416151322,-0.0215850004036728,-1.02917647009805
"39",1,2015,"July",35.404,-119.114,"Cx. quinq",7,-2.64402460965087,35.3875,0.0310576810714286,-0.706587432781738,1.05967192275044,-0.0323531809159931,-0.831164051976307
"40",1,2015,"August",35.404,-119.114,"Cx. quinq",0.733333333333333,-2.18319138053467,35.986,0.0163348637142857,-0.536052390642204,1.1303867551721,-0.0338677131353655,-0.706587432781738
"41",1,2015,"September",35.404,-119.114,"Cx. quinq",3.41666666666667,-2.01137238124319,32.45,0.01585752,-0.472469388303723,0.712596199711804,-0.033916817353496,-0.536052390642204
"42",1,2015,"October",35.404,-119.114,"Cx. quinq",1.55555555555555,-1.73254626765485,27.4425,0.116210945357143,-0.369287542841792,0.120942860778709,-0.0235934877664426,-0.472469388303723
"43",1,2016,"April",35.404,-119.114,"Cx. quinq",0,-1.65351920341155,26.1375,2.06461269642857,-0.340042942237055,-0.0332473753286679,0.176838070725154,-0.223014098374635
"44",1,2016,"May",35.404,-119.114,"Cx. quinq",0.500000000000001,-1.22402456973521,30.405,1.27183782857143,-0.181104999343553,0.470972419758099,0.0952855355715601,-0.340042942237055
"45",1,2016,"June",35.404,-119.114,"Cx. quinq",2.58333333333333,-0.819717465332964,36.096,0.394180730571428,-0.0314879041987834,1.14338363331142,0.00500118847701506,-0.181104999343553
"46",1,2016,"July",35.404,-119.114,"Cx. quinq",17.5,-0.865597881445574,38.01,0.0300362464285714,-0.0484663211201258,1.36952931293557,-0.0324582556200435,-0.0314879041987834
"47",1,2016,"August",35.404,-119.114,"Cx. quinq",2.4,-0.826008769403524,35.888,0.012232944,-0.033816051860451,1.11880771828434,-0.0342896765013344,-0.0484663211201258
"48",1,2016,"September",35.404,-119.114,"Cx. quinq",2,-0.832029953324759,31.175,0.0189521635714286,-0.0360442393887395,0.561950566733333,-0.0335984722105313,-0.033816051860451
"49",1,2016,"October",35.404,-119.114,"Cx. quinq",0.666666666666667,-0.921184834149247,26.01,0.07192518,-0.0690367199603076,-0.048311938626515,-0.0281491524103716,-0.0360442393887395
"50",1,2017,"April",35.404,-119.114,"Cx. quinq",0.333333333333333,2.93718213520191,26.0075,48.1186735714286,1.35878300339166,-0.0486073222205907,4.91440679389384,1.53473454138993
"51",1,2017,"May",35.404,-119.114,"Cx. quinq",3.25,2.72494038927313,28.5525,34.4981965714286,1.28024123860801,0.252093176548202,3.51327202740755,1.35878300339166
"52",1,2017,"June",35.404,-119.114,"Cx. quinq",4.6,2.46589573420864,36.156,11.2491305142857,1.18437968094177,1.15047283956923,1.1216469219873,1.28024123860801
"53",1,2017,"July",35.404,-119.114,"Cx. quinq",41.6666666666667,2.07913046426853,38.7775,2.83928491071429,1.04125408269912,1.46021207631673,0.256528390826765,1.18437968094177
"54",1,2017,"August",35.404,-119.114,"Cx. quinq",13,1.81527616433349,37.834,1.07766411428571,0.943612677272664,1.34873430791266,0.075310938365934,1.04125408269912
"55",1,2017,"September",35.404,-119.114,"Cx. quinq",7.33333333333334,1.5483560669131,29.975,0.826654135714285,0.84483674883371,0.420166441577124,0.049489610103245,0.943612677272664
"56",1,2017,"October",35.404,-119.114,"Cx. quinq",2.08333333333333,1.23758157895861,27.3325,0.877725867857143,0.72983215053065,0.10794598263939,0.0547433453057664,0.84483674883371
"57",1,2018,"April",35.404,-119.114,"Cx. quinq",0.5,-2.44010593268029,25.71,4.00422606428571,-0.631125686594492,-0.0837579699155674,0.376365570624475,-1.02303122859177
"58",1,2018,"May",35.404,-119.114,"Cx. quinq",2.08333333333333,-2.54220654552856,29.3375,1.640262225,-0.668908839402166,0.344843625087888,0.133185253082026,-0.631125686594492
"59",1,2018,"June",35.404,-119.114,"Cx. quinq",2.46666666666667,-2.72620654886642,34.716,0.479867972571429,-0.736999520239298,0.980331889381779,0.013815811768881,-0.668908839402166
"60",1,2018,"July",35.404,-119.114,"Cx. quinq",10.1666666666667,-2.62860325965126,38.93,0.101192822142857,-0.700880638206449,1.47823047555533,-0.0251383980190653,-0.736999520239298
"61",1,2018,"August",35.404,-119.114,"Cx. quinq",33.8666666666667,-2.41399998664856,36.358,0.101504309142857,-0.621464971339317,1.17433983397052,-0.0251063554360479,-0.700880638206449
"62",1,2018,"September",35.404,-119.114,"Cx. quinq",19.25,-2.25249999761581,32.1625,0.0711869153571429,-0.561700601725491,0.678627086393129,-0.0282250974934971,-0.621464971339317
"63",1,2018,"October",35.404,-119.114,"Cx. quinq",3.55555555555555,-2.18775821707744,26.545,0.173168568214286,-0.537742385228225,0.0149001505056279,-0.0177342725861258,-0.561700601725491
"64",1,2019,"April",35.404,-119.114,"Cx. quinq",0.333333333333333,1.21330980102694,27.1175,31.8121268571429,0.720850183930027,0.0825429935489024,3.23695676606306,-0.0550478085831941
"65",1,2019,"May",35.404,-119.114,"Cx. quinq",3.33333333333333,0.809624943612433,25.5675,34.7479929642857,0.571463356286753,-0.100594834777867,3.53896851443771,0.720850183930027
"66",1,2019,"June",35.404,-119.114,"Cx. quinq",4.2,2.32668684532225,34.74,16.1164182857143,1.13286431218686,0.983167571884902,1.62234349194165,0.571463356286753
"67",1,2019,"July",35.404,-119.114,"Cx. quinq",27,2.61527157383908,37.19,3.91067883214286,1.23965741157517,1.27264349407883,0.366742392283223,1.13286431218686
"68",1,2019,"August",35.404,-119.114,"Cx. quinq",9.26666666666667,2.29159768113655,37.064,1.26536537142857,1.11987928481692,1.25775616093743,0.0946197156647057,1.23965741157517
"69",1,2019,"September",35.404,-119.114,"Cx. quinq",13.5,1.96626890142554,30.275,0.835048103571428,0.999488753813714,0.455612472866176,0.0503530952949466,1.11987928481692
"70",1,2019,"October",35.404,-119.114,"Cx. quinq",7.5,1.63182053067457,26.2975,0.898559089285714,0.875723444812672,-0.0143428253078401,0.0568864531309533,0.999488753813714
"71",1,2020,"April",35.404,-119.114,"Cx. quinq",2.33333333333333,0.118345100102025,26.7525,5.69839172142857,0.315649691396863,0.039416988813889,0.55064393124356,-0.424535787058012
"72",1,2020,"May",35.404,-119.114,"Cx. quinq",1.66666666666667,2.21122016006588,31.595,5.408547,1.09013493680376,0.611575010538006,0.520827683539745,0.315649691396863
"73",1,2020,"June",35.404,-119.114,"Cx. quinq",6.99999999999999,1.85368047455855,34.398,1.39764621428571,0.957824501092597,0.942759096215383,0.108227410011038,1.09013493680376
"74",1,2020,"July",35.404,-119.114,"Cx. quinq",20.75,1.59298098341515,37.535,0.426342774642857,0.861350558028296,1.31340643006124,0.00830968920791772,0.957824501092597
"75",1,2020,"August",35.404,-119.114,"Cx. quinq",40.75,1.37482611012738,37.26,0.190427779714286,0.780620592916139,1.28091423471294,-0.0159588221907549,0.861350558028296
"76",1,2020,"September",35.404,-119.114,"Cx. quinq",22.9166666666667,1.14411957344365,32.765,0.196246923214286,0.695245783832427,0.749814532565309,-0.0153602084807488,0.780620592916139
"77",1,2020,"October",35.404,-119.114,"Cx. quinq",5.55555555555556,0.831103260247304,27.3625,0.261001834285714,0.579411580071393,0.111490585768295,-0.00869888838139346,0.695245783832427
"78",1,2021,"April",35.404,-119.114,"Cx. quinq",0,-3.35083170842305,27.575,0.938809682142858,-0.968147083340793,0.136598191264707,0.061027020676703,-0.885479309890329
"79",1,2021,"May",35.404,-119.114,"Cx. quinq",0.777777777777779,-3.69722843931285,31.4425,0.491401082142857,-1.09633397909174,0.593556611299404,0.0150022196154068,-0.968147083340793
"80",1,2021,"June",35.404,-119.114,"Cx. quinq",16.3333333333333,-3.74772626579314,36.226,0.184812923142857,-1.11502110584969,1.15874358020334,-0.0165364209599509,-1.09633397909174
