"","clust","year","month","lat","lon","species","mir","pdsi_standardized","temp_max_c_standardized","woy_cms_mean_standardized","mean_competence_standardized","mean_competency","pdsi_standardized_lag_1month"
"1",1,2010,"August",35.404,-119.114,"Cx. tarsalis",0,-0.551533132153026,0.184460112965849,0.0155317567772967,-0.630072548598613,33.8933279037476,-0.180242746771139
"2",1,2010,"August",35.404,-119.114,"Cx. tarsalis",20,-0.54883281690421,0.993666377116582,0.0024684353138106,-0.630072548598613,33.8933279037476,-0.180242746771139
"3",1,2010,"August",35.404,-119.114,"Cx. tarsalis",20,-0.585377094087548,-0.311366536951443,0.000701415985416346,-0.630072548598613,33.8933279037476,-0.180242746771139
"4",1,2010,"August",35.404,-119.114,"Cx. tarsalis",20.4081632653061,-0.585377094087548,0.0320631772769844,0.00198460859294075,-0.630072548598613,33.8933279037476,-0.180242746771139
"5",1,2010,"July",35.404,-119.114,"Cx. tarsalis",0,-0.550600270543187,0.755412012870611,0.0775877927149517,-0.683845164227095,32.701739192009,-0.16455064445726
"6",1,2010,"July",35.404,-119.114,"Cx. tarsalis",0,-0.54958234028484,1.09669529138511,0.073065064672038,-0.683845164227095,32.701739192009,-0.16455064445726
"7",1,2010,"July",35.404,-119.114,"Cx. tarsalis",0,-0.552904547965321,0.519304084338566,0.0420160107588248,-0.683845164227095,32.701739192009,-0.16455064445726
"8",1,2010,"July",35.404,-119.114,"Cx. tarsalis",6.66666666666667,-0.551886617706974,0.693165377166707,0.0267439151348459,-0.683845164227095,32.701739192009,-0.16455064445726
"9",1,2010,"June",35.404,-119.114,"Cx. tarsalis",0,-0.508527778456745,-0.302780794095733,0.500788921865374,0.910487716744675,68.0317866802216,-0.204389365940436
"10",1,2010,"June",35.404,-119.114,"Cx. tarsalis",0,-0.513532357139593,-0.171848215546143,0.47785974248502,0.910487716744675,68.0317866802216,-0.204389365940436
"11",1,2010,"June",35.404,-119.114,"Cx. tarsalis",0,-0.525888322291298,-0.2770235655286,0.297792058543892,0.910487716744675,68.0317866802216,-0.204389365940436
"12",1,2010,"June",35.404,-119.114,"Cx. tarsalis",0,-0.533904153464554,0.575111412900686,0.189036226070103,0.910487716744675,68.0317866802216,-0.204389365940436
"13",1,2010,"June",35.404,-119.114,"Cx. tarsalis",0,-0.54626013260436,0.334710612940787,0.121405664870252,0.910487716744675,68.0317866802216,-0.204389365940436
"14",1,2010,"May",35.404,-119.114,"Cx. tarsalis",0,-0.500200986026074,-2.18735135092423,0.692216015774749,-0.678515694791809,32.8198390007019,-1.14538017975014
"15",1,2010,"October",35.404,-119.114,"Cx. tarsalis",20,-0.596757679149689,-0.727775065453411,0.0146272111687139,-0.414465779662296,38.6711239814759,0.726214807579535
"16",1,2010,"September",35.404,-119.114,"Cx. tarsalis",10,-0.586041535450378,-0.249119901247541,0.000512092485945542,-0.713670413583845,32.0408185720444,-0.668529968299665
"17",1,2010,"September",35.404,-119.114,"Cx. tarsalis",0,-0.588388347196765,-0.978908043982948,-0.000182093678780779,-0.713670413583845,32.0408185720444,-0.668529968299665
"18",1,2010,"September",35.404,-119.114,"Cx. tarsalis",0,-0.591399614294084,-1.42751310819383,0.00171114131592738,-0.713670413583845,32.0408185720444,-0.668529968299665
"19",1,2011,"August",35.404,-119.114,"Cx. tarsalis",71.4285714285714,1.26435507776903,0.366907148649702,0.191812970729009,-0.557450925040795,31.0746406316757,0.8342457599718
"20",1,2011,"August",35.404,-119.114,"Cx. tarsalis",0,1.20479445286337,0.680286762883142,0.0874326146874338,-0.557450925040795,31.0746406316757,0.8342457599718
"21",1,2011,"August",35.404,-119.114,"Cx. tarsalis",32.258064516129,1.1746819279593,0.519304084338566,0.0523236235077913,-0.557450925040795,31.0746406316757,0.8342457599718
"22",1,2011,"August",35.404,-119.114,"Cx. tarsalis",47.6190476190476,1.11277443535485,0.924980434270897,0.0361680182196154,-0.557450925040795,31.0746406316757,0.8342457599718
"23",1,2011,"August",35.404,-119.114,"Cx. tarsalis",0,1.08266179854596,0.824097955716295,0.0317083980098583,-0.557450925040795,31.0746406316757,0.8342457599718
"24",1,2011,"July",35.404,-119.114,"Cx. tarsalis",0,1.39251023706726,0.0814311986973217,0.379621882204054,-0.106870225549393,37.9980087280274,0.739580659589044
"25",1,2011,"July",35.404,-119.114,"Cx. tarsalis",0,1.37811835940684,0.0105988201377074,0.251512980895471,-0.106870225549393,37.9980087280274,0.739580659589044
"26",1,2011,"July",35.404,-119.114,"Cx. tarsalis",0,1.29446760267311,0.592282898612107,0.15634636849481,-0.106870225549393,37.9980087280274,0.739580659589044
"27",1,2011,"June",35.404,-119.114,"Cx. tarsalis",0,1.39955061635402,0.326124870085076,0.65014412700346,-1.23421383084984,20.6758847236634,0.426645241874832
"28",1,2011,"June",35.404,-119.114,"Cx. tarsalis",0,1.38817006297793,-0.0967229655586762,0.535287870657834,-1.23421383084984,20.6758847236634,0.426645241874832
"29",1,2011,"October",35.404,-119.114,"Cx. tarsalis",0,0.876525049996178,-1.81172510098689,0.0725181301180113,0.23936410921087,43.318049621582,-0.596757679149689
"30",1,2011,"September",35.404,-119.114,"Cx. tarsalis",0,1.05321369854438,0.111481298692309,0.0285319704076258,-0.0347105564531393,39.1067733764648,0.485377204824852
"31",1,2011,"September",35.404,-119.114,"Cx. tarsalis",0,0.994317530224261,0.270317541522956,0.0434674909214343,-0.0347105564531393,39.1067733764648,0.485377204824852
"32",1,2011,"September",35.404,-119.114,"Cx. tarsalis",0,0.965533886808221,0.0921633772669594,0.0307407445681186,-0.0347105564531393,39.1067733764648,0.485377204824852
"33",1,2012,"August",35.404,-119.114,"Cx. tarsalis",3.33333333333333,-0.819957238816723,1.19113846279793,-0.0149703625818898,-0.912990456626962,19.4946493506432,-0.429593837323213
"34",1,2012,"August",35.404,-119.114,"Cx. tarsalis",3.33333333333333,-0.808576669599112,1.71486877699628,-0.0152901089365516,-0.912990456626962,19.4946493506432,-0.429593837323213
"35",1,2012,"August",35.404,-119.114,"Cx. tarsalis",0,-0.802554164618297,0.675993891455286,-0.0123030048337899,-0.912990456626962,19.4946493506432,-0.429593837323213
"36",1,2012,"August",35.404,-119.114,"Cx. tarsalis",0,-0.799542912127888,0.549354184333554,-0.012162064006406,-0.912990456626962,19.4946493506432,-0.429593837323213
"37",1,2012,"August",35.404,-119.114,"Cx. tarsalis",0,-0.796531659637479,0.263878234381173,-0.0130434700761646,-0.912990456626962,19.4946493506432,-0.429593837323213
"38",1,2012,"July",35.404,-119.114,"Cx. tarsalis",0,-0.843382853892929,1.19328489851186,-0.00938321575306225,-0.863949886813087,20.450907945633,-0.305488394510419
"39",1,2012,"July",35.404,-119.114,"Cx. tarsalis",0,-0.838024789656132,0.162995755826572,-0.0100816091066657,-0.863949886813087,20.450907945633,-0.305488394510419
"40",1,2012,"July",35.404,-119.114,"Cx. tarsalis",0,-0.835013537165726,0.736094091445261,-0.0120148123957065,-0.863949886813087,20.450907945633,-0.305488394510419
