"","clust","year","month","lat","lon","species","mir","pdsi_standardized","temp_max_c_standardized","woy_cms_mean_standardized","mean_competence_standardized","mean_competency","pdsi_standardized_lag_1month"
"1",1,2010,"August",35.404,-119.114,"Cx. quinq",0,-0.0764831751960362,0.108202906412854,0.0266501186181069,-0.630072548598613,33.8933279037476,0.101199589677402
"2",1,2010,"August",35.404,-119.114,"Cx. quinq",20,-0.0746651748386016,0.519390182511239,0.0152377122055914,-0.630072548598613,33.8933279037476,0.101199589677402
"3",1,2010,"August",35.404,-119.114,"Cx. quinq",0,-0.0735651902429217,0.955293633675648,0.00278781430102901,-0.630072548598613,33.8933279037476,0.101199589677402
"4",1,2010,"August",35.404,-119.114,"Cx. quinq",0,-0.113055264962975,-0.410836769973632,-0.000439937007561244,-0.630072548598613,33.8933279037476,0.101199589677402
"5",1,2010,"August",35.404,-119.114,"Cx. quinq",10.4166666666667,-0.113055264962975,-0.0513287690132951,0.00190402525224835,-0.630072548598613,33.8933279037476,0.101199589677402
"6",1,2010,"July",35.404,-119.114,"Cx. quinq",0,-0.0754751165473132,0.705884958009415,0.140005670526931,-0.683845164227095,32.701739192009,-0.399888584787723
"7",1,2010,"July",35.404,-119.114,"Cx. quinq",0,-0.0743751319516334,1.06314603396375,0.131744164201373,-0.683845164227095,32.701739192009,-0.399888584787723
"8",1,2010,"July",35.404,-119.114,"Cx. quinq",0,-0.0768651548660084,0.640724132835352,0.0471309691833284,-0.683845164227095,32.701739192009,-0.399888584787723
"9",1,2010,"October",35.404,-119.114,"Cx. quinq",0,-0.0739614257278032,-2.39037770026148,0.0387541860253203,-0.414465779662296,38.6711239814759,-0.763464380552857
"10",1,2010,"September",35.404,-119.114,"Cx. quinq",20,-0.113773266277753,-0.345675944799571,-0.000785767504910185,-0.713670413583845,32.0408185720444,-0.522499321543366
"11",1,2010,"September",35.404,-119.114,"Cx. quinq",0,-0.116309252165606,-1.10963044684029,-0.00205381266185637,-0.713670413583845,32.0408185720444,-0.522499321543366
"12",1,2011,"August",35.404,-119.114,"Cx. quinq",0,1.88578196233366,0.299191531923033,0.348656737260801,-0.557450925040795,31.0746406316757,1.42100196374751
"13",1,2011,"August",35.404,-119.114,"Cx. quinq",10,1.82142021518246,0.627242582799341,0.157988856389076,-0.557450925040795,31.0746406316757,1.42100196374751
"14",1,2011,"August",35.404,-119.114,"Cx. quinq",0,1.78888034984306,0.458723207349183,0.093856511936254,-0.557450925040795,31.0746406316757,1.42100196374751
"15",1,2011,"August",35.404,-119.114,"Cx. quinq",35.7142857142857,1.72198255634133,0.883392033483581,0.0643456428291434,-0.557450925040795,31.0746406316757,1.42100196374751
"16",1,2011,"August",35.404,-119.114,"Cx. quinq",0,1.68944257007659,0.77778655820148,0.0561994133360343,-0.557450925040795,31.0746406316757,1.42100196374751
"17",1,2011,"July",35.404,-119.114,"Cx. quinq",0,2.02426758050742,0.000350506124754112,0.691720590630964,-0.106870225549393,37.9980087280274,1.47737894681563
"18",1,2011,"July",35.404,-119.114,"Cx. quinq",0,2.00871558802113,-0.0737980190733165,0.457708620758171,-0.106870225549393,37.9980087280274,1.47737894681563
"19",1,2011,"July",35.404,-119.114,"Cx. quinq",0,1.95339777359996,0.589044857697305,0.322834726792079,-0.106870225549393,37.9980087280274,1.47737894681563
"20",1,2011,"July",35.404,-119.114,"Cx. quinq",0,1.91832182767307,0.535118657553254,0.283871157424096,-0.106870225549393,37.9980087280274,1.47737894681563
"21",1,2011,"June",35.404,-119.114,"Cx. quinq",0,2.02354959697982,1.09460298404778,0.732835994204673,-1.23421383084984,20.6758847236634,-1.10260401870196
"22",1,2011,"October",35.404,-119.114,"Cx. quinq",0,1.46668934494258,-1.9814373491691,0.130745098320143,0.23936410921087,43.318049621582,1.11334855575888
"23",1,2011,"October",35.404,-119.114,"Cx. quinq",0,1.50176525663251,-1.06469194672024,0.111301739246968,0.23936410921087,43.318049621582,1.11334855575888
"24",1,2011,"October",35.404,-119.114,"Cx. quinq",0,1.55890104718823,-1.7657325485929,0.0781404371122844,0.23936410921087,43.318049621582,1.11334855575888
"25",1,2011,"October",35.404,-119.114,"Cx. quinq",0,1.5777069486273,-1.90953574897703,0.073298810149399,0.23936410921087,43.318049621582,1.11334855575888
"26",1,2011,"September",35.404,-119.114,"Cx. quinq",0,1.65762068826479,0.0318074562087837,0.0503971461027351,-0.0347105564531393,39.1067733764648,1.17454037245207
"27",1,2011,"September",35.404,-119.114,"Cx. quinq",11.1111111111111,1.59397695887816,0.198079906652938,0.0776793297824861,-0.0347105564531393,39.1067733764648,1.17454037245207
"28",1,2011,"September",35.404,-119.114,"Cx. quinq",0,1.56287309483093,0.011585131154764,0.054431835238473,-0.0347105564531393,39.1067733764648,1.17454037245207
"29",1,2011,"September",35.404,-119.114,"Cx. quinq",0,1.49922921028198,-1.74551022353888,0.0478226301780263,-0.0347105564531393,39.1067733764648,1.17454037245207
"30",1,2012,"August",35.404,-119.114,"Cx. quinq",0,-0.366544679919025,1.16201073422784,-0.0290670170658914,-0.912990456626962,19.4946493506432,0.0552855239078411
"31",1,2012,"August",35.404,-119.114,"Cx. quinq",0,-0.354246734429352,1.71026043569235,-0.029651086350303,-0.912990456626962,19.4946493506432,0.0552855239078411
"32",1,2012,"August",35.404,-119.114,"Cx. quinq",0,-0.347738761361473,0.622748732787336,-0.0241946496143528,-0.912990456626962,19.4946493506432,0.0552855239078411
"33",1,2012,"August",35.404,-119.114,"Cx. quinq",0,-0.344484774827532,0.490180157433212,-0.0239371980218819,-0.912990456626962,19.4946493506432,0.0552855239078411
"34",1,2012,"August",35.404,-119.114,"Cx. quinq",0,-0.34123078829359,0.191339131634932,-0.0255472311150953,-0.912990456626962,19.4946493506432,0.0552855239078411
"35",1,2012,"July",35.404,-119.114,"Cx. quinq",0,-0.39185861033504,1.16425765923384,-0.0188611748330156,-0.863949886813087,20.450907945633,0.189394982011368
"36",1,2012,"July",35.404,-119.114,"Cx. quinq",0,-0.386068637913245,0.085733656352833,-0.020136905112125,-0.863949886813087,20.450907945633,0.189394982011368
"37",1,2012,"July",35.404,-119.114,"Cx. quinq",0,-0.382814651379307,0.685662632955395,-0.023668218746166,-0.863949886813087,20.450907945633,0.189394982011368
"38",1,2012,"July",35.404,-119.114,"Cx. quinq",0,-0.373052652986908,0.773292708189477,-0.0289056295004619,-0.863949886813087,20.450907945633,0.189394982011368
